ID,PCE_max(%),Jsc(mA/cm2),FF,Voc(V),(-)HOMO_acceptor(eV),(-)LUMO_acceptor(eV),Eg_acceptor(eV),acceptor(SMILES),M_acceptor(g/mol),(-)L2HOMO_donor(eV),(-)LUMO_donor(eV),Eg_donor(eV),donor(SMILES)
1119,2.3,4.4,0.55,1,5.89,4.29,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.76,3.59,2.17,FC1=C(C(S2)=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C2C3=CC=C(C4=CC=C(C)S4)S3)C5=NSN=C5C(C6=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C)S6)=C1F
1120,3.61,6.7,0.68,0.8,5.96,4.42,1.54,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.66,3.6,2.06,CC(C1=NSN=C12)=C(F)C(F)=C2C3=CC=C(C4=C(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)C=C(C5=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C6=CC=C(C)S6)S5)S4)S3
1121,6.69,11.1,0.7,0.86,5.96,4.42,1.54,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.76,3.59,2.17,FC1=C(C(S2)=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C2C3=CC=C(C4=CC=C(C)S4)S3)C5=NSN=C5C(C6=CC(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C)S6)=C1F
1122,9.4,16.87,0.628,0.887,5.51,3.78,1.73,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.33,2.92,2.41,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1123,8.82,16.44,0.578,0.928,5.51,3.78,1.73,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.31,3,2.31,O=C(OCC(CCCC)CCCCCC)C(C=C(C1=CC(C(OCC(CCCC)CCCCCC)=O)=C(C2=CC=C(C)S2)S1)S3)=C3C4=CC=C(C)S4
1124,1.13,4.53,0.371,0.674,5.51,3.78,1.73,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.1,2.76,2.34,CC1=CC(CCCCCC)=C(C)S1
1125,13.72,19.64,0.739,0.915,5.58,4.01,1.57,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=C(Cl)SC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=C(Cl)SC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1508.88,5.51,3.57,1.94,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1126,12.01,21.19,0.699,0.795,5.52,4.13,1.39,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=C(Cl)C(Cl)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C5S3,1627.83,5.51,3.57,1.94,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1127,5.61,13.43,0.621,0.641,5.82,4.05,1.77,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C=C7C(C(C=C(F)C(F)=C8)=C8C\7=C(C#N)\C#N)=O)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11,1387.75,5.2,3.59,1.61,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
1128,13.7,24.32,0.743,0.742,5.5,3.93,1.57,CCCCCCC(C=C1)=CC=C1C(C2=C3SC4=C2SC(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)/C#N)=O)=C4)(C7=C3SC8=C7C(C(C8=C9)=CC%10=C9C(C%11=C%10SC(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%11)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18,1858.49,5.2,3.59,1.61,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
1129,4.48,10.77,0.515,0.758,5.32,3.86,1.46,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(/C=C4C(C(C=C(F)C(F)=C5)=C5C\4=C(C#N)/C#N)=O)=C2)(C6=C3SC7=C6C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C(C7=C%10)=CC%11=C%10C(C%12=C%11SC%13=C%12C(C%14=C%13SC(/C=C%15C(C(C=C(F)C(F)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)C%21=CC=C(CCCCCC)C=C%21,2217.06,5.2,3.59,1.61,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
1130,10.35,17.6,0.641,0.899,5.67,3.9,1.77,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(CC(CCCC)CC)S8)C9=C(C(C%10=CC=C(CC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=C(Cl)C(Cl)=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,1954.4,5.5,3.61,1.89,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5
1131,12.36,19.51,0.7,0.884,5.7,3.91,1.79,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC(F)=C(CC(CCCC)CC)S8)C9=C(C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=C(Cl)C(Cl)=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,1990.38,5.5,3.61,1.89,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5
1132,11.65,18.98,0.677,0.875,5.72,3.92,1.8,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC(Cl)=C(CC(CCCC)CC)S8)C9=C(C(C%10=CC(Cl)=C(CC(CC)CCCC)S%10)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=C(Cl)C(Cl)=C%14)=C%14C%13=O)=C(C#N)\C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,2023.28,5.5,3.61,1.89,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5
1133,1.5,5.2,0.522,0.55,5.43,3.81,1.62,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.1,3.2,1.9,CC1=CC(CCCCCC)=C(C)S1
1134,2.3,9.8,0.525,0.45,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.1,3.2,1.9,CC1=CC(CCCCCC)=C(C)S1
1135,5.6,12.4,0.616,0.74,5.46,3.89,1.57,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(C=C4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8C=CC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,1313.97,5.1,3.2,1.9,CC1=CC(CCCCCC)=C(C)S1
1136,3.3,7.7,0.577,0.74,5.45,3.88,1.57,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(C=C4)=CC5=C4C6=CC(C(CC(CC)CCCC)(CC(CC)CCCC)C7=C8C=CC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CC(CC)CCCC)CC(CC)CCCC)N(CC)C1=S,1313.97,5.1,3.2,1.9,CC1=CC(CCCCCC)=C(C)S1
1137,4.2,6.9,0.675,0.9,5.75,3.7,2.05,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,1326.02,5.1,3.2,1.9,CC1=CC(CCCCCC)=C(C)S1
1138,9.87,17.15,0.583,0.97,5.54,3.97,1.57,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C(N9CC(CC)CCCC)C(C(C9=C%10)=CC%11=C%10C(SC%12=C%13SC(/C=C%14/C(C%15=C(C%14=O)C=CC=C%15)=C(C#N)\C#N)=C%12)=C%13C%11(C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C7)=C8S4,1629.27,5.28,3.48,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1139,7.02,12.65,0.505,1.07,5.54,3.97,1.57,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C(N9CC(CC)CCCC)C(C(C9=C%10)=CC%11=C%10C(SC%12=C%13SC(/C=C%14/C(C%15=C(C%14=O)C=CC=C%15)=C(C#N)\C#N)=C%12)=C%13C%11(C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C7)=C8S4,1629.27,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1140,9.81,18.78,0.581,0.89,5.61,4.11,1.5,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C(N9CC(CC)CCCC)C(C(C9=C%10)=CC%11=C%10C(SC%12=C%13SC(/C=C%14/C(C%15=C(C%14=O)C=C(F)C(F)=C%15)=C(C#N)\C#N)=C%12)=C%13C%11(C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C7)=C8S4,1701.23,5.28,3.48,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1141,12.07,19.86,0.65,0.95,5.61,4.11,1.5,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C(C(C=C5)=CC=C5CCCCCC)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C(N9CC(CC)CCCC)C(C(C9=C%10)=CC%11=C%10C(SC%12=C%13SC(/C=C%14/C(C%15=C(C%14=O)C=C(F)C(F)=C%15)=C(C#N)\C#N)=C%12)=C%13C%11(C(C=C%16)=CC=C%16CCCCCC)C(C=C%17)=CC=C%17CCCCCC)=C7)=C8S4,1701.23,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1142,10.07,15.25,0.62,1.02,5.42,3.6,1.82,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CC(CC)CCCC)(CC(CC)CCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CC(CC)CCCC)CC(CC)CCCC)N(CC)C1=S,1326.02,5.39,3.41,1.98,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
1143,9.39,14.43,0.58,1.06,5.67,3.57,2.1,O=C(N(CCCCCCCC)C(S/1)=S)C1=C\C2=CC=C(C3=CC=C(/C=C4C(N(CCCCCCCC)C(S/4)=S)=O)S3)S2,677.04,5.39,3.41,1.98,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
1144,10.9,19.8,0.59,0.91,5.63,3.9,1.73,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8CC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)CC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=C(F)C(F)=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,1876.55,5.48,3.63,1.85,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1145,13.9,21.6,0.72,0.89,5.63,3.9,1.73,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8CC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)CC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13/C(C(C=C(F)C(F)=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,1876.55,5.48,3.63,1.85,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1146,10.51,17.32,0.627,0.94,5.69,3.9,1.79,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1440,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1147,12.05,18.17,0.693,0.93,5.69,3.9,1.79,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1440,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1148,11.19,18.13,0.643,0.93,5.65,3.91,1.74,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6[Se]C(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C([Se]C(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1533.82,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1149,13.71,19.31,0.751,0.92,5.65,3.91,1.74,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6[Se]C(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C([Se]C(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1533.82,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
1150,12.12,19.33,0.705,0.89,5.75,4.27,1.48,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(Cl)C(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1565.72,5.54,3.64,1.9,FC1=C(C2=CC=C(C)S2)C3=NC(OCC(CCCCCC)CCCCCCCC)=CN=C3C(C)=C1F
1151,13.04,19.61,0.73,0.91,5.75,4.27,1.48,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(Cl)C(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1565.72,5.54,3.64,1.9,FC1=C(C2=CC=C(C)S2)C3=NC(OCC(CCCCCC)CCCCCCCC)=CN=C3C(C)=C1F
1152,9.31,14.83,0.695,0.88,5.47,4.02,1.45,CCCCCCC1=CC=C(C(C2=CC=C(CCCCCC)C=C2)(C3=C4SC5=C(OCC(CC)CCCC)C6=C(C(OCC(CC)CCCC)=C35)SC(C7=C8C=C(/C=C9C%10=C(C=CC=C%10)C%11=C/9N=C(C#N)C(C#N)=N%11)S7)=C6C8(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C4SC(/C=C%15C%16=C(C=CC=C%16)C%17=C/%15N=C(C#N)C(C#N)=N%17)=C%14)C=C1,1732.44,5.33,3.53,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
